title,content,meta
New Zealand to donate further COVID_19 vaccines to Fiji,"Foreign Affairs Minister Nanaia Mahuta and Associate Health Minister Aupito William Sio today announced New Zealand will donate further Pfizer vaccines to Fiji, to support paediatric vaccinations.“New Zealand is donating 50,000 paediatric doses of the Pfizer vaccine and 50,000 Rapid Antigen Tests to support Fiji vaccinationand testingefforts,” Nanaia Mahuta said.“These doses will enable Fiji to provide a layer of assurance against COVID-19 for its young population. We are proud to support the Government of Fiji as they roll-out their paediatric vaccination campaign for 5- to 11-year-olds and provide a much needed area of support to strengthen Fiji’s overall health response.“This donation also reaffirms New Zealand’s commitment to the Duavata Partnership with Fiji, signed in Suva this week, and ongoing support to vaccination efforts in the Pacific,” Nanaia Mahuta said.“Over the past two years COVID-19 has had profound health, economic and social impacts on our Pacific whanaunga,” Aupito William Sio said.“Fiji has been highly successful in implementing their COVID-19 vaccination plan and this contribution builds on our earlier support.“New Zealand has been proactive in assisting our Pacific neighbours, including Fiji, and our cooperative COVID-19 response has highlighted what we can achieve together as open and collaborative partners,” Aupito William Sio said.Today’s contribution adds to a package of over $100 million that New Zealand has contributed in emergency budget support and humanitarian assistance to respond to the health, economic and social impacts of COVID-19 in Fiji.","Publication Date: 31 March 2022
URL: https://www.beehive.govt.nz//release/new-zealand-donate-further-covid-19-vaccines-fiji
Portfolios: Foreign Affairs, Health"
Extending support for the COVID_19 elimination strategy to June 2022,"Funding to support the COVID-19 health response and quarantine facilities for a further 18 monthsMoney drawn down from the COVID-19 contingency fundFurther improvements to health response administration and governanceLessons learned on surveillance and testingThe Government has set aside extra funding to support the health system’s COVID-19 response and to maintain quarantine facilities up to June 2022, Minister for COVID-19 Response Chris Hipkins said today.“We are committed to continuing our sustained approach of keeping COVID-19 out, preparing for it, and stamping it out, for as long as it takes, and have funded that for another 18 months if needed,” Chris Hipkins said.“As we move into 2021 there are exciting developments on the vaccine and safe travel zone fronts. But we also need our health system to have sufficient capacity and support to maintain effective levels of contact tracing and testing, and for managed isolation and quarantine facilities to be fully resourced for our overall elimination strategy to work.“That requires cash injections for the Ministry of Health, DHBs and agencies working at the quarantine facilities to provide funding certainty.”Funding agreed by Cabinet will pay for a series of COVID-19-related health activities to June 2022, including:Maintaining up to 7000 tests a day including swabbing and laboratory services.Contact tracing, supplies of PPE and supporting technology.Additional support for the Ministry, and for DHBs on an as-needed basis.The additional funding of $1.12 billion adds to the $251 million injection provided to health in October.Further additional funding of $1.74 billion, split across the agencies involved, will ensure the MIQ operating model is fully resourced up to June 2022, including the costs of accommodation, transport, food, security and health and wellbeing services.“These are significant investments that are critical to keeping our defences strong. Keeping COVID-19 out and quickly managing any incursions that do occur is an expensive business but it’s the best investment we can make for our health and our economy,” Chris Hipkins said.“As well as continuing high levels of frontline delivery, the extra health funding will enable the Ministry to enhance its oversight and policy roles and other activities through a new COVID-19 Response Directorate and to continue to make improvements to the way it operates. That includes a focus on improved Information Technology.“New functions being developed include a greater role in research, more capacity to undertake infection, prevention and control audits and a beefed up policy and strategy unit,” Chris Hipkins said.Further improvements to the response administration and governance“Throughout our response to COVID-19 so far, we’ve adopted a mind-set of driving constant review and improvement in the face of an unpredictable and fast evolving situation,” Chris Hipkins said.“The system of multiple interconnected agencies and portfolios is complex but has stood up well overall. Continual improvements have and continue to be made – but making substantial changes at the same time as focusing on keeping COVID-19 out has been a challenge.“With much-improved testing, contact tracing and border control now in place however, the Government is in a position to consolidate and strengthen administration and governance of the response.“This is increasingly essential to meet the added complexity of keeping New Zealanders safe, implementing the biggest immunisation programme in our history, while further stimulating the economy and managing a staged opening of our borders.”The updated approach, to be in place by March 2021, involves:Strategic leadership and central coordination to be led by a COVID-19 Response unit, building on existing all-of-government functions in the Department of Prime Minister and Cabinet.The public health response, including strengthened surveillance and testing, and public health advice, to be managed by the Ministry of Health.End-to-end management of our borders, including links to MIQs, led by a Border Executive Board of interdepartmental chief executives.Lessons learned and progress on surveillance, testing and contact tracingIn August, the Government established an Advisory Committee, chaired by Sir Brian Roche and Heather Simpson, to review testing and surveillance systems and propose improvements. This was followed in October by a review of contact tracing performance, also led by Sir Brian Roche.“The reports are independent and between them contain 28 recommendations, of which 25 are for the Ministry of Health,” Chris Hipkins said.“Overall, the Committee found that by the time the reports were being written, the required improvements, including border testing, were under way.“Cabinet has this week considered an update from the Ministry and other agencies on progress against the recommendations. Actions on five of the recommendations have been completed, with 23 underway.“The Ministry has all year been at the heart of a massive response to a global pandemic that a year ago no-one could have foreseen,” Chris Hipkins said.“It has continued to improve and adapt its response to COVID-19, while delivering on its many other obligations. New Zealanders should have confidence in the containment of recent community cases to date as a result of a stronger Ministry response and the hard work of public health units,” Chris Hipkins said.","Publication Date: 18 December 2020
URL: https://www.beehive.govt.nz//release/extending-support-covid-19-elimination-strategy-june-2022
Portfolios: COVID-19 Response"
Government sets out plan to reconnect New Zealanders to the world,"Vaccination rollout will speed up, with all eligible ages able to book in their vaccine by 1 SeptemberMove to 6 weeks between doses to ensure more NZers at least partially vaccinated as soon as possible in face of Delta riskPhased approach to reopening border with self-isolation pilot this year and set up of new testing and vaccine checking systems at borderFrom the first quarter of 2022 move to new individual risk based border settings that will establish low, medium and high risk pathways into the countryElimination retained as best strategy to keep COVID out and economy openThe Government will use the second half of 2021 to vaccinate as many New Zealanders as possible and safely conduct a self-isolation trial for vaccinated New Zealanders in order to prepare for a phased resumption of quarantine-free travel, Prime Minister Jacinda Ardern announced today.The Government’s framework for re-opening borders and moving to an individualised risk-based model for quarantine-free travel was unveiled at a forum on Reconnecting New Zealanders to the World in Wellington today. The release of the plan followed the publication of Sir David Skegg’s Strategic COVID-19 Public Health Advisory Group’s advice to Government on Wednesday.“Getting vaccinated is the number one thing everyone can do to be protected against COVID-19, help accelerate our economic recovery, reduce the risk of lockdowns, and safely allow New Zealand’s borders to begin re-opening next year,” Jacinda Ardern said.“The plan announced today is informed by the best available scientific evidence and public health advice. It will allow us to capture the opportunities vaccination brings, while protecting the gains New Zealanders have worked so hard for.“Key to this is maintaining our Elimination Strategy. The advice is clear: If we open our borders now we will lose the freedoms and advantages we have achieved so far.“If we give up our elimination approach too soon there is no going back, and we could see significant breakouts here like some countries overseas are experiencing who have opened up early in their vaccination rollout.“Therefore the first step in our plan is speeding up the vaccination process to ensure everyone is at least partially vaccinated as soon as possible to reduce the risk and impact of Delta entering the country.“From today we are moving to a six week period between doses, meaning more people can get their first dose quicker and ensuring everyone is at least partially vaccinated in the coming months. Those who work at our border, have underlying health conditions or wish to be fully vaccinated sooner can still get their second dose after three weeks.“We are also bringing forward the eligibility dates for the remaining groups. As already announced 50 plus will be open from Friday 13th August, 40 plus will be open on Wednesday 18th August, 30 plus will be open on Wednesday 25th August and from 1 September we will be open for all eligible ages.“Once enough people are vaccinated, we will be able to start the next step in the plan: a phased introduction of an individual risk-based approach to border settings in 2022.“Low-Risk, Medium-Risk and High-Risk travel pathways will be created, and which pathway a traveller takes will be based on the risk associated with where they are coming from and their vaccination status.“Each pathway will have testing and isolation requirements proportionate to that risk.“The Low-Risk pathway will permit quarantine free entry for vaccinated travellers who have been in low risk countries.“The Medium-Risk pathway would include a combination of self-isolation and/or reduced MIQ for vaccinated travellers who have been in medium risk countries.“To prepare for the Medium-Risk pathway the Government will run a self-isolation pilot in the second half of this year to test processes and systems for the safe use of this tool.“Businesses and organisations that need to send staff overseas will be invited to express interest in participating in the pilot which will run between October and December 2021.“The High-Risk pathway will see the continuation of a full 14 days in MIQ and testing for unvaccinated travellers and any traveller, including vaccinated travellers, who have been in very high risk or high risk countries.“This individual risk based approach requires new systems to be set up. We will use the remainder of 2021 to continue to prepare for the operation of borders under this system.“This work includes ongoing work on the development of a traveller health declaration system, investigating new testing technology for rapid testing on arrival at airports and reliable pre-departure testing as well as piloting self-isolation arrangements for some New Zealanders and strengthening other public health measures such as contact tracing.“New Zealand remains in a strong position. We don’t have COVID in the community and our economy is more open than most.“Our plan to reopen our borders both protects the gains we have won, while setting us up to safely reconnect New Zealanders and business with the world and seize the opportunities created by our COVID success,” Jacinda Ardern said.","Publication Date: 12 August 2021
URL: https://www.beehive.govt.nz//release/government-sets-out-plan-reconnect-new-zealanders-world
Portfolios: Prime Minister"
Financial support to move to traffic light system,"A new transition payment will be made available particularly for affected businesses in Auckland, Waikato and Northland to acknowledge the restrictions they have faced under the higher Alert Levels.Transition payment of up to $24,000 as businesses move into traffic light systemLeave Support Scheme and Short Term Absence Payment available under new frameworkFurther targeted support will be considered once framework beds inRSP adjusted to support recently acquired businesses“The one-off transition payment will be activated through the Resurgence Support Payment (RSP) system criteria and be available on December 10,” Grant Robertson said.This payment is at a higher base rate than the current RSP and will be $4,000 per business plus $400 per FTE up to a cap of 50 FTEs – a maximum payment of $24,000. Treasury has estimated the likely total cost of the payment to be between $350 and $490 million.The affected revenue period for the Transition Payment will be set between October 3 and November 9, and must be compared to a typical week in the six weeks prior to August 17.This payment is a recognition of the long period of time businesses in Auckland in particular have spent with restrictions in place prior to shifting to the new framework.“As I said last month we are moving away from the broad based economic supports provided under the Alert Level system. This is because at all levels of the new framework, most businesses will be able to operate at almost full capacity,” Grant Robertson said.“On Friday the final Wage Subsidy and RSP opened for applications. These will still open, and pay out even though we are moving to the new framework, in addition to the transition payment.“Support to be off work while isolating or to take leave while waiting for test results, currently provided by the Leave Support Scheme (LSS) and the Short Term Absence Payment, will remain available under all levels of the traffic light system.“However, the LSS will move to a weekly payment rather than fortnightly under the new system, reflecting the changed isolation period.“We will monitor any economic impacts the new system may be having on businesses. I expect to report back to Cabinet in early 2022 on this and will make recommendations for support as necessary.“To be clear about this, if it is deemed necessary targeted support would only be available under the Red setting of the new system as businesses that operate vaccine passes have no significant restrictions at Orange and Green.Cabinet has also agreed to change the rules so recently acquired businesses can access the Resurgence Support Payment.“This issue arose because the RSP rules required the applicant to have been operating as a business for at least one month before August 17 so businesses acquired after July 17 have not been eligible for any payment.“I estimate very few businesses have will been in this situation, but for those that are, it will have been a difficult time.“The test will now be that the business itself must have been in operation for at least one month prior to August 17 and the business must be carrying on the same or similar activity as before the change in ownership.“The revenue decline test also needs to be amended to allow the applicant to use the revenue received by the previous owner over the comparator period in order to demonstrate the necessary revenue decline during the affected period,” Grant Robertson said.The change will come into effect on December 10 and recently acquired businesses would then be eligible for RSPs made on and after October 29.","Publication Date: 29 November 2021
URL: https://www.beehive.govt.nz//release/financial-support-move-traffic-light-system
Portfolios: Finance"
Strengthening Trans_Tasman Ties_ Australia_New Zealand Foreign Minister Consultations,"New Zealand Minister of Foreign Affairs, Hon Nanaia Mahuta and Australian Minister for Foreign Affairs and Minister for Women, Senator the Hon Marise Payne, met in Wellington today for biannual Australia-New Zealand Foreign Minister Consultations.Marise Payne’s visit is the first official visit to New Zealand by Australia since both countries imposed border restrictions in response to COVID-19 in March 2020.The Ministers welcomed the chance to meet in person for the first time, following the commencement of two-way quarantine-free travel on 19 April.The meeting provided an opportunity to discuss ways to continue and deepen cooperation between Australia and New Zealand to meet the shared challenges facing our region.New Zealand and Australia stand together in facing a challenging global environment. Ministers discussed the importance of promoting our shared interests in an open, resilient and prosperous Indo-Pacific. They reaffirmed their intent to work together to preserve the liberal international order that has underpinned stability and prosperity in the region, and to foster a sustainable regional balance where all countries- large and small – can freely pursue their legitimate interests.The Ministers discussed responses to increasing pressure on the international rules-based system and rising protectionism, and agreed on the need for coordinated regional and global action on issues such as human rights and climate change, including work Australia and New Zealand are doing together to strengthen the climate resilience of our Pacific island partners.The Ministers also highlighted the importance of strengthening gender equality, including promoting women in leadership in the Pacific and initiatives on sexual and reproductive health and rights.Minister Payne and Minister Mahuta agreed on the value of coordinating with other likeminded countries and building broad coalitions on issues of common interest.Ministers also reiterated both governments’ commitment to a resilient and united Pacific region underpinned by robust regional architecture, and to continuing to help Pacific island countries manage the health and economic impacts of COVID-19, including support for the rollout of vaccines.The two Ministers welcomed progress on the Australia-New Zealand Single Economic Market agenda. They acknowledged the contribution quarantine-free travel would make to the economic recovery in both countries, especially in the travel and tourism sectors. The Ministers also discussed the situation of New Zealanders living and working in Australia.The Ministers reaffirmed the closeness and importance of the Australia-New Zealand relationship.“Australia is New Zealand’s closest and most important international partner. It’s appropriate that Minister Payne was the first counterpart I have welcomed from overseas since becoming Foreign Minister” said Nanaia Mahuta.“New Zealand also looks forward to welcoming Australian Prime Minister Scott Morrison for our annual leaders’ talks.”Marise Payne expressed appreciation for New Zealand’s warmth and hospitality. “I look forward to continuing our strong tradition of trans-Tasman partnership, working closely with Minister Mahuta to promote even closer economic ties and personal connections between Australia and New Zealand.”ENDS","Publication Date: 22 April 2021
URL: https://www.beehive.govt.nz//release/strengthening-trans-tasman-ties-australia-new-zealand-foreign-minister-consultations
Portfolios: Foreign Affairs"
Innovative te reo prediction tool announced in Te Wiki o Te Reo Māori,"A new Māori language prediction tool will play a key role in tracking our te reo Māori revitalisation efforts, Minister for Māori Development Willie Jackson announced today.He Ara Poutama mō te reo Māori(He Ara Poutama) can forecast the number of conversational and fluent speakers of te reo Māori from now until 2040, using a computer-generated statistical technique.Willie Jackson said being able to see the impact of our language revitalisation efforts and see our progress through a forward-looking lens was a powerful tool.“We all need to do our bit to ensure te reo Māori is a thriving and living language and it’s heartening to see this happening across the motu. He Ara Poutama is clear, what we do now will have implications for years to come,” Willie Jackson said.He Ara Poutama was a Te Whare o te reo Mauriora shared research project that was led by Te Taura Whiri i te Reo Māori, Te Mātāwai and Ministry of Education.A summary report on the He Ara Poutama tool findings will be published next month.Willie Jackson said the tool was a great example of collaboration across the Māori language sector and would be important for helping research and decision-making within Te Whare o te Reo Mauriora.“For example, He Ara Poutama shows, that for rangatahi, both Māori and non-Māori, having a speaker of te reo Māori in the home is the biggest way to get them more likely to speak conversational te reo Māori.“We must identify more opportunities to grow te reo Māori used in homes and communities. It will be critical to collaborate with Te Mātāwai because it is this entity which is generating critical insights from iwi and whānau Māori.”Willie Jackson said it was important to strengthen the pipeline of Māori language learners and gain traction towards our Māori language goals together in Aotearoa.“Engari ki te kotahi te kākaho ka whati. Ki te kāpuia e kore e whati! If we stick to this and come together it can only be a good thing for us all.“Can I also take this opportunity to encourage everyone to book and get their vaccine against Covid-19. Do it for yourself and do it for your whānau,” Willie Jackson said.ENDMedia Contact:Greg Taipari     021 943 070More informationFor more information aboutHe Ara PoutamacontactTe Taura Whiri i te Reo Māori Christine Ammunson 027 445 7333 orchristine@tetaurawhiri.govt.nzOr Te Mātāwai, Ria Tomoana on 027 335 5021ria.tomoana@tematawai.maori.nzTe Whare o te Reo Mauriora, is an active partnership between Māori and Crown for the revitalisation of te reo Māori.Maihi Karaunathe Government’s strategy has three broad goals.85 percent of New Zealanders (or more) will value te reo Māori as a key element of national identity.one million New Zealanders (or more) will have the ability and confidence to talk about at least basic things in te reo Māori.150,000 Māori aged 15 years and over will use te reo Māori as much as English.To take part in Te Wiki o Te Reo Māori visit:reomaori.co.nz","Publication Date: 13 September 2021
URL: https://www.beehive.govt.nz//release/innovative-te-reo-prediction-tool-announced-te-wiki-o-te-reo-m%C4%81ori
Portfolios: Māori Development"
Free flu vaccines for more New Zealanders,"The Government will fund a quarter of a million more free flu vaccines for this year’s winter campaign to protect our most vulnerable communities and the health system, Health Minister Andrew Little says.“Up to 2-million New Zealanders will be eligible for a free flu vaccination in 2022,” Andrew Little said.“The efforts of the team of 5 million have helped prevent our hospitals from becoming overwhelmed with COVID-19.“Now, as we prepare to reconnect to the world, we can expect to see more seasonal flu in New Zealand. Vaccinating more people from the flu will save lives, preserve capacity in our hospitals, and is a part of our plan to get through the COVID-19 pandemic,” Andrew Little said.The flu vaccine can be safely administered at the same time as the COVID-19 vaccine - whether that be a booster shot or paediatric vaccine.There is no requirement to have a gap between the COVID-19 vaccine and any other vaccine except for the Zostavax shingles vaccine.“It’s so important we continue to do what we can to protect our most vulnerable and this is another way that we can keep New Zealanders safe,” Andrew Little said.Clinical experts at the Ministry of Health and PHARMAC are currently updating the eligibility criteria for a free flu vaccination with a focus on reducing the age of eligibility for at-risk populations, and potentially including a wider range of young people.Currently flu vaccinations are free for pregnant women, over 65s, and people who have certain medical conditions including those with cancer and diabetes.This campaign will run alongside wider paediatric vaccination campaigns to better protect our vulnerable communities from preventable disease.ENDS","Publication Date: 8 February 2022
URL: https://www.beehive.govt.nz//release/free-flu-vaccines-more-new-zealanders
Portfolios: Health"
Mandatory boosters for key workforces progressing well,"More than 5,785 (82%) border workers eligible for a booster vaccination at 6 months have received it so far, COVID-19 Response Minister Chris Hipkins says.“That’s a really strong uptake considering we announced the requirement the week before Christmas, but we need to continue this momentum,” Chris Hipkins said.“We know that the most likely place for Omicron to enter the community is at the border, so we want all border and eligible health and disability workers to have the extra protection the booster vaccine provides to protect them and their families.  The border continues to be our first line of defence,” Chris Hipkins said.“The Ministry of Health is continuing to work with the sectors that have mandatory workers to help them identify and manage the boosters for their staff. It’s encouraging all employers, covered by the Vaccinations Order or not, to support their employees to get their booster vaccinations as soon as they are able to.“After consultation with the workforces most likely to come into contact with Omicron, workforces covered by the Vaccination Order including border, MIQ and health and disability workers will be required to have their booster by 15 February 2022, or not later than six months after their second dose for those who were only recently vaccinated.“All other workforces covered by the Vaccination Order including Education, Corrections, Police, Defence, and Fire and Emergency workforces will be required to have their booster vaccination by 1 March 2022.“Anyone aged 18 or older who has had two doses of COVID-19 vaccine at least four months ago is able to get their free booster vaccine.  Booster doses are available at all vaccination centres including walk-ins and drive-throughs,” Chris Hipkins said.“The single most important thing New Zealanders can do to prepare for Omicron is to get a booster dose as soon as they are eligible. I want to thank all New Zealanders who have already arranged and received their boosters.”Notes for editors:On 21 December 2021, Cabinet announced a suite of precautionary measures to keep Omicron out of the community for as long as possible, including making it a requirement for eligible border and health workers to get a booster vaccination.International evidence shows that booster doses provide good protection against Omicron, and by achieving high levels of booster protection we will be able to reduce the spread and severity of Omicron when it arrives.Affected workers who are not eligible for a booster vaccination by the set dates should receive a booster vaccination no later than 6 months (183 days) after the completion of their primary course. However, they are eligible for a vaccine booster shot from four months after the completion of their primary vaccine course and the Ministry recommends they take the earlier dose, rather than wait the full six months.People are not eligible for a booster vaccination if they are under 18 years of age. People covered by the Vaccinations Order who are under 18 years, can continue to work and they should not get their booster until they reach 18 years old.The COVID-19 Public Health Response (Vaccinations) Amendment Order 2022 can be found here:https://www.legislation.govt.nz/regulation/public/2022/0004/latest/","Publication Date: 23 January 2022
URL: https://www.beehive.govt.nz//release/mandatory-boosters-key-workforces-progressing-well
Portfolios: COVID-19 Response"
Govt tool to support workplace vaccination decision_making launches,"Vaccination assessment tool available today, guiding businesses on vaccine requirements for workersEmployers required to provide paid time off for employees to get vaccinatedMandate for Police and NZDF comes into effect 11:59pm today“Today the Government has launched an assessment tool to help businesses make decisions on vaccine requirements for workers,”Workplace Relations and Safety Minister Michael Wood announced.“Vaccinations remain our best tool to reduce the spread of COVID-19 and help keep our workplaces, communities and whānau safe. More than 89 per cent of eligible New Zealanders are now fully vaccinated, which demonstrates the massive effort already undertaken by individuals and workplaces across the country.“Businesses have been calling for clear rules in law to help guide decisions on vaccine requirements for workers. We have delivered on that, with a new, simplified tool to assess when it is reasonable to require vaccination for work, which will be particularly helpful to small businesses.“The assessment tool builds on guidance already provided by WorkSafe. It specifies four key factors, covering public health considerations. At leastthree of the factors must be met before it is reasonable to require vaccination for particular work,” Michael Wood said.The vaccination assessment tool includes the following four factors: the work environment, whether the worker can maintain one metre physical distancing, the length of time the worker is in close proximity to another person, and whether the worker provides services to people who are vulnerable to COVID-19.“I’m aware that many businesses have already conducted their own health and safety risk assessments to determine whether vaccination is required. This new process won’t override those assessments, and businesses can choose which assessment process to follow.“As per normal health and safety processes, any decisions about workplace vaccination requirements must be made in consultation with workers and their representatives, like unions.“The clarity and detail in the tool provides confidence to businesses and workers that the right process is being followed,” Michael Wood said.","Publication Date: 15 December 2021
URL: https://www.beehive.govt.nz//release/govt-tool-support-workplace-vaccination-decision-making-launches
Portfolios: Workplace Relations and Safety"
Omicron_ Government_s plan to minimise risk,"The interval between the second dose and the booster shot reduced from 6 months to 4 monthsOver 82 per cent of vaccinated New Zealanders eligible for a booster by end of Feb 2022Eligible border and health workers required to get booster dosePre-departure test requirement to enter NZ reduced from 72 hours to 48 hours before travelPhased border re-opening pushed out to the end of FebruaryTemporary change to MIQ – length of stay increased to 10 days for all travellers, with no self-isolation componentEveryone on an international flight with a positive case to be treated as a close contactAll countries removed from Very High Risk country listCabinet confirms decision to roll out paediatric doses of Pfizer for 5-11s. Rollout to start from 17 January prior to school returning in 2022.Cabinet confirms use of traffic light system to manage outbreak and in the event of Omicron outbreaks areas will move into the red traffic light settingCabinet has agreed a suite of precautionary measures to keep Omicron out of the community for as long as possible, COVID-19 Response Minister Chris Hipkins said today.“All of the evidence so far points to Omicron being the most transmissible COVID-19 variant yet and public health advice says that soon, every case that comes into MIQ will be Omicron,” Chris Hipkins said.“But experts still don’t know how severe it is. So while it’s sweeping the globe at a bewildering speed and appears to be the dominant variant, how sick it makes people and the impact it has on health systems is not yet fully understood.“With over 70 countries around the world reporting Omicron cases and its high  transmissibility, our plan is to get as prepared as we can by speeding up boosters and strengthening our border to keep Omicron out of the community for as long as possible.“We start our response to Omicron with a number of advantages on our side. We have over 90 per cent and rising of the population fully vaccinated, we still have our border protections and MIQ in place, school has finished for the year and we are heading into summer when we are outdoors more.“But we need to do more. Parts of the world are going back into lockdown and experiencing major disruption, and with these extra steps we aim to keep Omicron at bay to ensure New Zealanders get the break they deserve and businesses can remain open.Boosters“The first step in our plan is accelerating the booster rollout, following advice from the Director-General.“The advice from the COVID-19 Technical Advisory Group is that shortening the period between the second and booster doses of the Pfizer vaccine is an appropriate and pragmatic step and is in line with what other countries are doing.“Data is emerging that a booster dose with Pfizer provides better protection than two-dose course against the Omicron variant.“While two doses is likely to hold a good degree of protection against severe disease from Omicron, a third dose is likely to offer great protection against transmission of COVID-19 and reducing the chance of more serious infections.“The shorter timeframe will start in January and we’ll continue to follow health advice if it recommends the gap in doses can and should reduce further.“Over 82 per cent of vaccinated New Zealanders will be eligible for a booster by the end of February 2022.“We know that the most likely place for Omicron to enter the community is at the border, so we want all border and eligible health workers to have the extra protection the booster vaccine provides to protect them and their families.The border continues to be our first line of defence.“More than half of border workers eligible for a booster at 6 months have already had it – which is a great response – but we need to get the numbers up quickly.“Cabinet has therefore agreed in principle that where workers are required to be vaccinated, that this mandate will also extend to boosters.“Initially this will be for those workers most likely to come into contact with Omicron -- border and health workers -- who will be required to have their booster by the end of January, or not later six months after their second dose for those who were only recently vaccinated, and then to all others who are under a vaccination mandate by the 1st of March.Strengthening MIQ“We are fortunate we still have MIQ in place. Without it, Omicron would already be in the community and Christmas plans would be under threat.“To further strengthen the border, we’re shortening the pre-departure test requirement from 72 hours to 48 hours before travel in order to assist in picking up more people with the virus before they get on a plane.“And we’ve sought advice on implementing a requirement for all non-New Zealand citizens entering to New Zealand to have had a booster dose before flying.“We are also making a temporary change to MIQ that increases the length of stay from 7 to 10 days. Currently returnees do their final 3 days of isolation at home. Bringing those final three days back into MIQ reduces the risk of the virus entering the community.Changes to re-opening plan“To slow the rapid spread we have seen overseas, we are pushing out the start of non-MIQ travel until the end of February 2022.“There’s no doubt this is disappointing and will upset many holiday plans, but it’s important to set these changes out clearly today so they can have time to consider those plans.“COVID-19 keeps throwing new curve balls and we have to respond in a way that continues to protect lives and livelihoods without putting in place restrictions and lockdowns unless absolutely necessary.“Waiting till the end of February will increase New Zealand’s overall protection and slow Omicron’s eventual spread.Use of traffic light system to manage outbreaks“With these changes, we’re buying New Zealand as much time as we can, as scientists here and overseas race to get a clearer picture of Omicron.“In moving to the traffic light system, we signalled that we would be adjusting to more of a reactive stance when it came to protective measures and would apply them when case numbers grew and the health system came under pressure.“Omicron has changed that. When it does arrive, we expect that it will spread fast, and that’s what we’re seeing in other places. To slow that spread, we may use the red traffic light settings earlier on. That will give us the best chance to avoid returning to more restrictive alert level settings.“It is not our intention to move to lockdowns unless absolutely necessary in the event of a widespread outbreak where our health system comes under considerable strain – and even then the strong preference is for the lockdown to be highly targeted.Chris Hipkins said faced with alternative courses of action, and looking at overseas jurisdictions, Cabinet is strongly of the view that this plan is the best approach for New Zealand.“By the end of February when we revisit the phased border re-opening, around 3 million more Kiwis will be eligible for the booster shots and the rollout to 5-11 year-olds will be well underway.” Chris Hipkins said.","Publication Date: 21 December 2021
URL: https://www.beehive.govt.nz//release/omicron-government%E2%80%99s-plan-minimise-risk
Portfolios: COVID-19 Response"
Two million Kiwis fully vaccinated,"More than 2 million people have now received two doses of the COVID-19 vaccine, marking a significant milestone for the largest vaccination programme in Aotearoa New Zealand’s history, Minister for COVID-19 Response Chris Hipkins says.“As of this morning, 2,018,305 people were fully vaccinated with two doses, representing 48 percent of people aged 12 and over,” Chris Hipkins said.“And more broadly, 3,328,286 people have had at least one dose – that’s 79 percent of people aged 12 and over.“I want to thank everyone who’s stepped forward.  Each and every person vaccinated increases our protection and reduces the need for lockdown measures – so it’s a huge thanks from me to everyone for playing their part.“This achievement is also testament to the great effort of New Zealand’s health workers who’ve been working long and hard to deliver the largest vaccination programme in our history.“These workers have stepped up across the country – and particularly at our testing centres and vaccination clinics in Auckland – and they’re continuing to deliver numbers we can all be proud of.“With 5,346,591 doses administered so far, and 1,067,000 active bookings in the Book My Vaccine system, the response of New Zealanders means we’re on track to our goal of having all eligible people vaccinated by the end of the year.“In Auckland to date, a total of 1,950,883 vaccinations have been delivered – with more than 1.2 million first doses and almost 750,000 second doses.“The vaccination programme continues to adapt with new and different approaches, such as drive through vaccination centres and more mobile and pop-up testing sites, and a lot more innovations are to come.“The best ongoing defence against the impact of COVID-19 will be for as many New Zealanders as possible to get vaccinated - the more people who’re vaccinated the harder it becomes for the virus to keep moving.“Make your appointments now - every dose counts.”","Publication Date: 4 October 2021
URL: https://www.beehive.govt.nz//release/two-million-kiwis-fully-vaccinated
Portfolios: COVID-19 Response"
